0.991855,0.00779778,-0.127136
0.274357,0.737229,-0.617432
-0.860071,-0.508582,0.0402832
-0.359825,0.493424,-0.79187
0.384264,-0.780468,-0.493164
0.319566,0.618539,-0.717834
-0.245679,-0.968974,-0.0270386
-0.0808472,0.229134,0.970032
0.808136,0.522888,0.271118
0.447411,0.594403,0.668213
0.991485,-0.0717984,0.108643
0.0999282,0.0927572,0.990662
0.96819,0.0542659,0.244263
-0.970315,-0.195523,-0.142334
-0.783878,-0.582763,-0.214294
0.474925,0.817397,-0.32605
-0.909931,0.290762,0.295776
0.914499,0.342526,-0.215332
0.16533,-0.778745,-0.605164
-0.911055,-0.114319,0.396118
0.634018,-0.626525,-0.453308
0.504516,-0.143584,-0.851379
-0.677549,-0.17096,0.715332
-0.824415,0.2003,0.529358
0.527559,-0.619952,0.580811
0.134469,-0.713861,-0.687256
0.0366302,-0.000744619,-0.999329
-0.746645,-0.62947,0.215149
-0.0929125,0.90938,0.405457
0.163347,-0.25697,0.952515
-0.412176,0.407774,0.814758
-0.203484,-0.413289,0.887573
0.545567,0.0301587,-0.837524
-0.144223,0.879136,0.454224
-0.786676,-0.484736,-0.382324
0.466236,-0.759913,-0.452942
-0.804297,0.0764143,0.589294
-0.039411,-0.997228,0.0631104
-0.424224,0.114775,-0.898254
-0.0218024,-0.621076,0.783447
-0.790887,-0.567277,0.229553
-0.0919365,-0.971632,-0.217896
-0.863097,-0.422072,0.277344
0.484367,0.680517,0.549805
-0.709277,0.360607,-0.605713
-0.198245,-0.0213695,-0.979919
0.00911837,-0.951051,0.308899
0.46264,0.828859,-0.314575
-0.48722,0.0248722,0.872925
-0.310571,-0.950502,-0.00958252
0.262838,0.350028,-0.899109
0.369169,0.455326,-0.810181
-0.322889,-0.860563,0.393921
-0.458027,0.227806,0.859253
0.910049,-0.193935,-0.366333
0.374943,0.538716,-0.754456
0.42927,-0.88815,-0.164062
0.275534,0.71348,0.644226
0.409117,-0.911138,0.0494995
0.559215,0.828986,-0.0078125
-0.110859,-0.97573,0.188843
-0.182983,0.97346,-0.137451
-0.354944,-0.782446,-0.511658
-0.175468,-0.983243,0.0494385
0.690388,0.67339,0.264404
0.186662,-0.317193,0.92981
-0.940008,-0.10078,-0.325928
-0.547631,0.273814,0.790649
0.511289,-0.168581,-0.842712
-0.905673,-0.291317,0.308044
-0.952975,0.171198,0.250061
0.532434,-0.763125,0.366272
-0.856198,0.24243,0.456238
0.909325,-0.0978427,0.404419
-0.0673996,-0.988616,-0.134521
0.283839,0.803954,-0.522583
0.521446,-0.828364,0.204712
-0.625429,-0.00347785,-0.780273
0.144416,0.0251727,-0.989197
-0.393228,-0.192858,0.898987
-0.775695,-0.154605,0.611877
0.533719,-0.806779,-0.253479
-0.437046,-0.666184,0.604309
0.359774,-0.550469,0.753357
0.673573,0.556689,-0.486206
-0.18453,0.433455,-0.88208
-0.212326,0.920723,0.327393
0.562832,0.682603,-0.466125
0.46092,-0.783922,-0.415955
-0.702526,-0.511899,-0.494385
-0.0119987,0.703029,0.71106
0.478653,0.00486454,0.877991
0.245247,-0.665242,-0.7052
0.156811,0.619967,0.768799
-0.223937,-0.0777604,0.971497
0.752068,0.652773,0.0910034
0.0128132,-0.928043,-0.372253
-0.503807,-0.140983,0.852234
-0.74023,0.310946,0.59613
-0.301085,-0.856461,0.419312
-0.778766,0.327309,0.535156
-0.88086,-0.468877,-0.0651245
-0.506633,-0.530501,0.679626
-0.377335,-0.00976984,-0.926025
-0.176379,-0.49715,-0.849548
0.348066,0.878171,0.328125
0.0604788,0.125129,-0.990295
-0.0864796,0.0237002,-0.995972
0.792093,0.556719,-0.250305
0.822766,0.55456,0.124573
0.390182,-0.179169,0.903137
0.715664,-0.558068,0.419983
0.119839,0.834327,-0.538086
-0.679839,0.427223,0.596069
-0.678216,-0.704737,-0.208252
-0.951949,0.298766,0.0673218
-0.786823,-0.555273,-0.269409
0.460908,-0.596,-0.657532
-0.635337,-0.633391,-0.441772
-0.886885,-0.388661,0.249756
0.353043,0.805608,-0.475769
-0.551462,-0.198988,-0.81012
0.0351167,0.782125,0.622131
-0.726267,-0.561203,-0.396973
-0.823024,-0.483911,0.297424
-0.54344,0.0189727,0.839233
-0.0567771,-0.97292,-0.22406
-0.672187,-0.634103,-0.382202
0.239226,-0.671024,0.701782
-0.601781,-0.311493,-0.735413
0.826792,-0.513619,-0.22937
-0.0568929,-0.402673,0.913574
-0.149683,-0.263402,-0.953003
-0.393342,0.908921,-0.138367
-0.260447,0.711937,0.652161
0.523806,0.425357,-0.738037
0.518143,-0.702005,-0.488586
0.527927,0.775528,0.346191
0.467165,0.254331,0.846802
-0.486222,-0.595019,-0.639954
-0.955005,-0.277939,0.103516
-0.769702,0.495511,0.402527
-0.976656,0.214795,-0.00238037
0.537067,0.765691,0.353943
-0.0700523,-0.925484,0.372253
0.183622,-0.351272,-0.918091
0.624768,-0.638086,-0.450012
-0.14227,0.437405,-0.887939
0.345528,0.355339,0.86853
0.217528,-0.974817,-0.0491333
